#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:test_output_0" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:test_output_0" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:test_output_0" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.test_output_0" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:test_output_0" name="distribution" x="@birthRate.t:test_output_0">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="RateACPrior.s:test_output_0" name="distribution">
#            <parameter id="rateAC.s:test_output_0" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.1" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateAGPrior.s:test_output_0" name="distribution">
#            <parameter id="rateAG.s:test_output_0" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.core.parameter.RealParameter">20.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateATPrior.s:test_output_0" name="distribution">
#            <parameter id="rateAT.s:test_output_0" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateCGPrior.s:test_output_0" name="distribution">
#            <parameter id="rateCG.s:test_output_0" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:test_output_0" name="distribution">
#            <parameter id="rateGT.s:test_output_0" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.4" name="distr">
#                <parameter estimate="false" id="RealParameter.8" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.9" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@test_output_0" id="treeLikelihood.test_output_0" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:test_output_0">
#            <siteModel id="SiteModel.s:test_output_0" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:test_output_0" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:test_output_0" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:test_output_0" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="gtr.s:test_output_0" rateAC="@rateAC.s:test_output_0" rateAG="@rateAG.s:test_output_0" rateAT="@rateAT.s:test_output_0" rateCG="@rateCG.s:test_output_0" rateGT="@rateGT.s:test_output_0" spec="beast.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateCT.s:test_output_0" lower="0.0" name="rateCT" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:test_output_0" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:test_output_0" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:test_output_0" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:test_output_0" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	rateAC	rateAG	rateAT	rateCG	rateGT	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate
0	-119.74575603448778	-97.28108548273187	-22.46467055175592	-97.28108548273187	2.863058220996721	1.0	1.0	1.0	1.0	1.0	0.25	0.25	0.25	0.25	-6.559970914220753	1.0
9000	-103.23677911220067	-85.45921890509277	-17.777560207107896	-85.45921890509277	1.134195747235201	0.8526329913923122	0.9379593617994375	1.0677129725061059	0.8404548670445607	0.8504048795895535	0.255963461418519	0.23758398241392334	0.2641371551526658	0.24231540101489182	-2.383962027086143	1.4252483239428728
18000	-106.16407191382953	-87.71318607701883	-18.4508858368107	-87.71318607701883	0.9796521265720408	4.550557725653818	0.3904198094280491	1.1223540579535998	0.8701079739050394	0.8348591659497884	0.2723051312981989	0.23472502009936963	0.26828779134244607	0.22468205725998536	-1.8868878421075483	2.1287046878186633
27000	-104.06580916700057	-85.47067968286117	-18.595129484139385	-85.47067968286117	1.0381247781770193	4.530709516181803	1.0505606965148082	0.6963557071736651	0.43976674425043466	0.8357368853202756	0.2849813986216307	0.22481924437766984	0.2577525386465088	0.23244681835419068	-2.2501570773075645	2.531529976039921
36000	-104.60434028177058	-85.83983563170797	-18.7645046500626	-85.83983563170797	1.0590730983660854	3.962873901488439	1.7399543959507981	0.1674634942536123	1.364415731459158	0.5967892161741298	0.3072065623101081	0.1963114630342006	0.2577525386465088	0.2387294360091825	-2.6721982296336853	0.8942848717356164
45000	-104.56954630470075	-88.72587173477086	-15.843674569929894	-88.72587173477086	0.6741204391599869	0.7161754744389695	2.3810007919026095	1.5145848479904165	1.4597685078501912	0.0836670781685864	0.3007494195219285	0.16981813738211143	0.2683905505673114	0.2610418925286486	-0.9886149557156809	4.0371156142292905
54000	-105.0805029563943	-88.26520446596469	-16.815298490429605	-88.26520446596469	0.6421015358870286	1.4344120657999846	1.4612415303574495	1.707036707412841	4.297715577386592	0.0839836258443865	0.36235759911178056	0.18910050680630458	0.2011782542946761	0.24736363978723871	-0.29225887912796855	2.0585867743158035
63000	-104.6934755563255	-87.28195426807491	-17.41152128825059	-87.28195426807491	0.7475193626403436	1.0587481512320258	1.8867453968719199	2.203907453224283	2.049466820737705	0.12994557945766302	0.3793997281766096	0.23919619954653723	0.2129063703191421	0.16849770195771097	-1.1671206204227054	1.3089909644142206
72000	-111.3343626782167	-93.56069563575063	-17.773667042466077	-93.56069563575063	0.5860968981404233	1.4852328050876	0.8810986128082192	0.9216154848037431	3.816286960355975	0.20553258538720157	0.304028263692369	0.2619189830392239	0.23681361300667536	0.1972391402617317	-1.684784108301724	1.0738402247023187
81000	-99.28329562080563	-84.76330762162759	-14.519987999178046	-84.76330762162759	0.7334531788573508	1.412498850109795	0.8853120805946918	1.0165496811836852	0.8231167016968235	0.09084634924968382	0.22880382704021957	0.2957005305201395	0.24862873391203097	0.2268669085276099	-0.9223408506819286	2.5596337037179415
90000	-99.9885814553619	-87.42101615991044	-12.567565295451463	-87.42101615991044	0.5770494794030722	0.6932869782928053	0.27848003527010745	0.298532198100526	1.274595764394312	0.24874781022984535	0.14705523857267072	0.26245103886225235	0.38763553254817523	0.20285819001690167	-0.6495954424468242	1.587688788240809
99000	-105.38090527787392	-88.33520835911838	-17.04569691875553	-88.33520835911838	1.1011967940832526	5.921324626702256	1.0918767613752862	0.9332334033857616	1.0250033401847285	0.022989288040571296	0.18182691811474422	0.36086252661904095	0.3628824489171224	0.09442810634909238	-2.5992875270406155	1.1553188595469754
108000	-104.3838244545428	-85.01021159638353	-19.373612858159273	-85.01021159638353	0.9876597657243864	4.968036531939075	2.2554529667527956	1.4450031232389413	2.731058969096295	0.06880975743729778	0.1316393451911591	0.3505950020103052	0.3204747911729384	0.1972908616255972	-1.8277213502556549	1.6130215268871362
117000	-102.98238854710468	-85.81402484580053	-17.16836370130414	-85.81402484580053	1.3697563802849348	0.7854224139843078	1.2530293638533594	0.8579918199953472	0.9583591568576234	0.1989997313473088	0.16246842691887825	0.40844233728904755	0.29109861828958417	0.13799061750248998	-3.105744224203976	1.4193855217579534
126000	-101.45018757249773	-88.1327359923722	-13.317451580125521	-88.1327359923722	0.6693045121259906	0.7854224139843078	1.160661722300246	0.15573749899952702	2.136639907347224	0.12250305977437843	0.19153794180919653	0.3082041000127968	0.4042884234801931	0.09596953469781347	-0.6125745003292336	2.9071495057082437
135000	-103.50476201740732	-87.8935818024112	-15.611180214996107	-87.8935818024112	1.0490498749207955	3.5636106238701712	1.038367601701965	0.03899420200043023	0.2269405957383938	0.3541748802254734	0.2296218172384689	0.25338764766114963	0.3548882637854192	0.16210227131496213	-3.9202923419476767	3.0406931100041046
144000	-100.4767746022947	-87.39389180871602	-13.082882793578674	-87.39389180871602	0.3979101784647476	0.9170330104052394	0.8777101731212057	0.4657681187332861	1.999726326055035	0.28704165885368527	0.276243946600983	0.24253150371530813	0.34025379935264793	0.14097075033106082	1.3232354415268546	2.742241174670017
